Time,EcoregionName,EcoregionIndex,TAP,MAT,BeginGrow,EndGrow,PDSI,
2053, Clay3, 0, 114.93, 11.81, 72, 291, 0, 
2054, Clay3, 0, 66.68, 12.48, 107, 275, 0, 
2055, Clay3, 0, 70.82, 11.14, 89, 283, 0, 
2056, Clay3, 0, 75.14, 11.56, 93, 291, 0, 
2057, Clay3, 0, 47.58, 11.99, 77, 291, 0, 
2058, Clay3, 0, 47.46, 13.24, 85, 273, 0, 
2059, Clay3, 0, 48.76, 12.95, 110, 280, 0, 
2060, Clay3, 0, 46.01, 12.63, 104, 280, 0, 
2061, Clay3, 0, 39.26, 12.55, 109, 291, 0, 
2062, Clay3, 0, 50.87, 12.43, 113, 291, 0, 
2063, Clay3, 0, 29.98, 13.83, 78, 289, 0, 
2064, Clay3, 0, 36.42, 13.54, 81, 275, 0, 
2065, Clay3, 0, 37.41, 12.96, 114, 286, 0, 
2066, Clay3, 0, 41.77, 13.48, 109, 289, 0, 
2067, Clay3, 0, 40.49, 13.97, 62, 293, 0, 
2068, Clay3, 0, 69.71, 12.85, 84, 291, 0, 
2069, Clay3, 0, 64.85, 13.1, 92, 296, 0, 
2070, Clay3, 0, 47.32, 12.77, 85, 269, 0, 
2071, Clay3, 0, 38.64, 14.18, 38, 306, 0, 
2072, Clay3, 0, 46.79, 14.01, 108, 299, 0, 
2073, Clay3, 0, 81.48, 13.05, 78, 276, 0, 
2074, Clay3, 0, 50.44, 13.78, 90, 291, 0, 
2075, Clay3, 0, 38.17, 14.56, 93, 291, 0, 
2076, Clay3, 0, 27.56, 14.44, 67, 272, 0, 
2077, Clay3, 0, 32.53, 14.36, 110, 284, 0, 
2078, Clay3, 0, 35.64, 14.71, 91, 293, 0, 
2079, Clay3, 0, 40.07, 14.63, 93, 282, 0, 
1980, Clay2, 1, 45.79, 9.13, 105, 266, 0, 
1981, Clay2, 1, 45.79, 9.15, 105, 266, 0, 
1982, Clay2, 1, 64.87, 7.75, 117, 260, 0, 
1983, Clay2, 1, 64.32, 8.2, 126, 274, 0, 
1984, Clay2, 1, 40.11, 8.2, 115, 260, 0, 
1985, Clay2, 1, 50.45, 8.24, 105, 280, 0, 
1986, Clay2, 1, 48.86, 8.7, 108, 260, 0, 
1987, Clay2, 1, 52.42, 7.99, 109, 291, 0, 
1988, Clay2, 1, 40.64, 8.56, 115, 291, 0, 
1989, Clay2, 1, 26.01, 9.14, 96, 268, 0, 
1990, Clay2, 1, 51.65, 8.3, 101, 264, 0, 
1991, Clay2, 1, 49.68, 8.2, 125, 276, 0, 
1992, Clay2, 1, 72.21, 8.24, 101, 279, 0, 
1993, Clay2, 1, 70.97, 8.47, 110, 273, 0, 
1994, Clay2, 1, 40.05, 8.79, 111, 261, 0, 
1995, Clay2, 1, 50.83, 9.06, 120, 262, 0, 
1996, Clay2, 1, 26.99, 9.52, 111, 264, 0, 
1997, Clay2, 1, 46.46, 8.65, 112, 263, 0, 
1998, Clay2, 1, 55.5, 7.98, 126, 264, 0, 
1999, Clay2, 1, 36.28, 8.93, 121, 265, 0, 
2000, Clay2, 1, 35.93, 9.5, 103, 273, 0, 
2001, Clay2, 1, 35.01, 9.22, 108, 279, 0, 
2002, Clay2, 1, 20.98, 9.3, 102, 267, 0, 
2003, Clay2, 1, 35.04, 9.76, 115, 291, 0, 
2004, Clay2, 1, 56.64, 8.79, 105, 273, 0, 
2005, Clay2, 1, 58.9, 9.21, 111, 277, 0, 
2006, Clay2, 1, 34.93, 9.18, 108, 271, 0, 
2007, Clay2, 1, 35.78, 9.49, 108, 269, 0, 
2008, Clay2, 1, 55.99, 8.94, 119, 267, 0, 
2009, Clay2, 1, 26.93, 9.09, 111, 262, 0, 
2010, Clay2, 1, 56.56, 10.25, 108, 263, 0, 
2011, Clay2, 1, 55.05, 10.42, 90, 264, 0, 
2012, Clay2, 1, 58.33, 9.77, 111, 272, 0, 
2013, Clay2, 1, 67.16, 9.97, 102, 266, 0, 
2014, Clay2, 1, 85.21, 9.66, 109, 260, 0, 
2015, Clay2, 1, 40, 10.38, 96, 261, 0, 
2016, Clay2, 1, 70.36, 10.37, 109, 274, 0, 
2017, Clay2, 1, 49.3, 10.38, 95, 260, 0, 
2018, Clay2, 1, 63.25, 10.16, 100, 265, 0, 
2019, Clay2, 1, 54.85, 10.48, 107, 290, 0, 
2020, Clay2, 1, 50.13, 10.14, 107, 270, 0, 
2021, Clay2, 1, 68.59, 10.02, 98, 274, 0, 
2022, Clay2, 1, 67.2, 10.59, 110, 275, 0, 
2023, Clay2, 1, 90.91, 9.78, 110, 264, 0, 
2024, Clay2, 1, 39.21, 10.56, 94, 274, 0, 
2025, Clay2, 1, 74.81, 10.28, 114, 276, 0, 
2026, Clay2, 1, 92.96, 11.22, 94, 291, 0, 
2027, Clay2, 1, 48.36, 9.84, 131, 276, 0, 
2028, Clay2, 1, 30.24, 11.23, 113, 291, 0, 
2029, Clay2, 1, 53.64, 11.02, 111, 270, 0, 
2030, Clay2, 1, 51.5, 10.63, 118, 286, 0, 
2031, Clay2, 1, 90.91, 9.47, 109, 260, 0, 
2032, Clay2, 1, 98.63, 10.35, 106, 291, 0, 
2033, Clay2, 1, 71.76, 11.58, 109, 272, 0, 
2034, Clay2, 1, 39.93, 10.27, 98, 272, 0, 
2035, Clay2, 1, 47.82, 10.33, 119, 263, 0, 
2036, Clay2, 1, 73.74, 10.47, 100, 260, 0, 
2037, Clay2, 1, 39.47, 12.64, 75, 265, 0, 
2038, Clay2, 1, 55.54, 11.99, 109, 270, 0, 
2039, Clay2, 1, 61.71, 11.73, 88, 277, 0, 
2040, Clay2, 1, 36.58, 11.38, 90, 291, 0, 
2041, Clay2, 1, 45.97, 11.45, 112, 291, 0, 
2042, Clay2, 1, 49, 10.92, 103, 289, 0, 
2043, Clay2, 1, 75.69, 11.77, 72, 267, 0, 
2044, Clay2, 1, 51.17, 12.27, 106, 277, 0, 
2045, Clay2, 1, 29.93, 11.53, 85, 293, 0, 
2046, Clay2, 1, 29.59, 12.51, 98, 269, 0, 
2047, Clay2, 1, 48.67, 11.59, 98, 275, 0, 
2048, Clay2, 1, 66.36, 11.46, 115, 269, 0, 
2049, Clay2, 1, 80.23, 12.26, 70, 288, 0, 
2050, Clay2, 1, 66.39, 12.01, 84, 293, 0, 
2051, Clay2, 1, 58.68, 12.45, 90, 274, 0, 
2052, Clay2, 1, 75.82, 12.72, 77, 269, 0, 
2053, Clay2, 1, 98.56, 12.15, 70, 291, 0, 
2054, Clay2, 1, 59.06, 12.82, 106, 277, 0, 
2055, Clay2, 1, 63.24, 11.42, 87, 282, 0, 
2056, Clay2, 1, 64.75, 11.85, 86, 291, 0, 
2057, Clay2, 1, 42.84, 12.29, 74, 291, 0, 
2058, Clay2, 1, 42.51, 13.56, 84, 274, 0, 
2059, Clay2, 1, 43.44, 13.22, 109, 281, 0, 
2060, Clay2, 1, 38.82, 12.93, 104, 280, 0, 
2061, Clay2, 1, 35.57, 12.81, 110, 291, 0, 
2062, Clay2, 1, 45.59, 12.74, 112, 291, 0, 
2063, Clay2, 1, 24.82, 14.2, 75, 313, 0, 
2064, Clay2, 1, 31.5, 13.87, 74, 276, 0, 
2065, Clay2, 1, 30.18, 13.3, 113, 287, 0, 
2066, Clay2, 1, 36.62, 13.79, 108, 290, 0, 
2067, Clay2, 1, 38.47, 14.29, 61, 295, 0, 
2068, Clay2, 1, 61.87, 13.18, 78, 291, 0, 
2069, Clay2, 1, 59.81, 13.41, 90, 296, 0, 
2070, Clay2, 1, 40.46, 13.06, 82, 270, 0, 
2071, Clay2, 1, 33.66, 14.44, 37, 305, 0, 
2072, Clay2, 1, 44.77, 14.33, 108, 300, 0, 
2073, Clay2, 1, 70.84, 13.36, 75, 276, 0, 
2074, Clay2, 1, 43.53, 14.11, 86, 291, 0, 
2075, Clay2, 1, 34.93, 14.89, 89, 291, 0, 
2076, Clay2, 1, 23.81, 14.76, 64, 274, 0, 
2077, Clay2, 1, 26.68, 14.67, 110, 283, 0, 
2078, Clay2, 1, 32.81, 15.01, 89, 294, 0, 
2079, Clay2, 1, 34.38, 14.91, 90, 283, 0, 
1980, Clay1, 2, 29.6, 8.95, 109, 265, 0, 
1981, Clay1, 2, 29.6, 8.97, 109, 265, 0, 
1982, Clay1, 2, 43.82, 7.45, 121, 260, 0, 
1983, Clay1, 2, 45.09, 7.95, 130, 272, 0, 
1984, Clay1, 2, 27.9, 7.94, 117, 260, 0, 
1985, Clay1, 2, 36.99, 8.04, 109, 277, 0, 
1986, Clay1, 2, 33.79, 8.57, 113, 258, 0, 
1987, Clay1, 2, 42.47, 7.87, 112, 291, 0, 
1988, Clay1, 2, 31.98, 8.38, 118, 259, 0, 
1989, Clay1, 2, 16.19, 8.89, 99, 265, 0, 
1990, Clay1, 2, 38.28, 8.18, 103, 264, 0, 
1991, Clay1, 2, 31.06, 8.02, 129, 275, 0, 
1992, Clay1, 2, 50.02, 8.1, 102, 279, 0, 
1993, Clay1, 2, 48.33, 8.19, 114, 271, 0, 
1994, Clay1, 2, 31.97, 8.67, 113, 261, 0, 
1995, Clay1, 2, 40.12, 8.87, 124, 262, 0, 
1996, Clay1, 2, 20.84, 9.35, 113, 263, 0, 
1997, Clay1, 2, 34.5, 8.51, 114, 263, 0, 
1998, Clay1, 2, 40.14, 7.85, 127, 263, 0, 
1999, Clay1, 2, 31.41, 8.73, 124, 265, 0, 
2000, Clay1, 2, 28.06, 9.34, 105, 273, 0, 
2001, Clay1, 2, 29.19, 9.06, 110, 276, 0, 
2002, Clay1, 2, 17.74, 9.13, 104, 266, 0, 
2003, Clay1, 2, 29.83, 9.58, 116, 291, 0, 
2004, Clay1, 2, 50.89, 8.61, 108, 272, 0, 
2005, Clay1, 2, 45.16, 9.04, 114, 277, 0, 
2006, Clay1, 2, 28.84, 8.96, 110, 269, 0, 
2007, Clay1, 2, 30.43, 9.4, 110, 267, 0, 
2008, Clay1, 2, 43.52, 8.71, 123, 266, 0, 
2009, Clay1, 2, 23.94, 8.89, 112, 261, 0, 
2010, Clay1, 2, 38.42, 10.22, 103, 264, 0, 
2011, Clay1, 2, 41.25, 10.42, 86, 263, 0, 
2012, Clay1, 2, 47.38, 9.83, 110, 275, 0, 
2013, Clay1, 2, 47.37, 10.04, 99, 266, 0, 
2014, Clay1, 2, 62.54, 9.75, 111, 262, 0, 
2015, Clay1, 2, 28.83, 10.49, 93, 263, 0, 
2016, Clay1, 2, 46.02, 10.51, 105, 273, 0, 
2017, Clay1, 2, 38.63, 10.34, 95, 260, 0, 
2018, Clay1, 2, 50.56, 10.16, 99, 265, 0, 
2019, Clay1, 2, 39.67, 10.61, 105, 291, 0, 
2020, Clay1, 2, 38.48, 10.2, 101, 271, 0, 
2021, Clay1, 2, 43.55, 10.18, 95, 274, 0, 
2022, Clay1, 2, 48.38, 10.51, 108, 274, 0, 
2023, Clay1, 2, 55.38, 9.89, 108, 263, 0, 
2024, Clay1, 2, 28.23, 10.57, 93, 276, 0, 
2025, Clay1, 2, 55.24, 10.37, 111, 276, 0, 
2026, Clay1, 2, 64.97, 11.34, 91, 291, 0, 
2027, Clay1, 2, 40.04, 9.88, 124, 277, 0, 
2028, Clay1, 2, 21.81, 11.14, 113, 290, 0, 
2029, Clay1, 2, 39.71, 11.04, 105, 269, 0, 
2030, Clay1, 2, 42.92, 10.56, 118, 286, 0, 
2031, Clay1, 2, 71, 9.51, 107, 260, 0, 
2032, Clay1, 2, 70.61, 10.44, 105, 291, 0, 
2033, Clay1, 2, 58.2, 11.5, 110, 275, 0, 
2034, Clay1, 2, 33.98, 10.36, 92, 273, 0, 
2035, Clay1, 2, 38.24, 10.4, 115, 266, 0, 
2036, Clay1, 2, 49.83, 10.61, 98, 260, 0, 
2037, Clay1, 2, 26.64, 12.7, 74, 267, 0, 
2038, Clay1, 2, 40.15, 11.95, 107, 271, 0, 
2039, Clay1, 2, 41.93, 11.76, 87, 278, 0, 
2040, Clay1, 2, 27.78, 11.36, 94, 291, 0, 
2041, Clay1, 2, 34.46, 11.51, 113, 291, 0, 
2042, Clay1, 2, 35.59, 10.91, 103, 289, 0, 
2043, Clay1, 2, 53.83, 11.8, 71, 268, 0, 
2044, Clay1, 2, 34.66, 12.3, 74, 278, 0, 
2045, Clay1, 2, 24.59, 11.56, 79, 291, 0, 
2046, Clay1, 2, 24.34, 12.49, 97, 271, 0, 
2047, Clay1, 2, 38.37, 11.51, 101, 277, 0, 
2048, Clay1, 2, 50.31, 11.54, 107, 269, 0, 
2049, Clay1, 2, 54.79, 12.4, 69, 290, 0, 
2050, Clay1, 2, 53.79, 12.06, 76, 292, 0, 
2051, Clay1, 2, 49.64, 12.44, 89, 273, 0, 
2052, Clay1, 2, 53.5, 12.83, 77, 271, 0, 
2053, Clay1, 2, 79.56, 12.28, 68, 291, 0, 
2054, Clay1, 2, 48.29, 12.87, 57, 281, 0, 
2055, Clay1, 2, 49.33, 11.53, 85, 282, 0, 
2056, Clay1, 2, 48.56, 12.16, 73, 291, 0, 
2057, Clay1, 2, 35.18, 12.45, 74, 291, 0, 
2058, Clay1, 2, 30.32, 13.57, 84, 275, 0, 
2059, Clay1, 2, 36.38, 13.2, 109, 285, 0, 
2060, Clay1, 2, 31.26, 12.93, 104, 280, 0, 
2061, Clay1, 2, 25.36, 12.84, 110, 291, 0, 
2062, Clay1, 2, 31.51, 12.76, 109, 291, 0, 
2063, Clay1, 2, 20.05, 14.2, 73, 287, 0, 
2064, Clay1, 2, 23.78, 13.87, 78, 276, 0, 
2065, Clay1, 2, 24.03, 13.3, 112, 285, 0, 
2066, Clay1, 2, 29.59, 13.81, 107, 287, 0, 
2067, Clay1, 2, 29.73, 14.3, 64, 293, 0, 
2068, Clay1, 2, 47.28, 13.32, 72, 291, 0, 
2069, Clay1, 2, 48.49, 13.47, 89, 296, 0, 
2070, Clay1, 2, 30.84, 13.14, 78, 270, 0, 
2071, Clay1, 2, 25.73, 14.29, 42, 303, 0, 
2072, Clay1, 2, 47.17, 14.31, 106, 299, 0, 
2073, Clay1, 2, 55.86, 13.47, 73, 276, 0, 
2074, Clay1, 2, 35.18, 14.3, 79, 291, 0, 
2075, Clay1, 2, 27.5, 14.92, 88, 291, 0, 
2076, Clay1, 2, 22.08, 14.73, 67, 275, 0, 
2077, Clay1, 2, 20.04, 14.7, 108, 281, 0, 
2078, Clay1, 2, 29.29, 15.05, 87, 294, 0, 
2079, Clay1, 2, 27.38, 14.95, 88, 283, 0, 
1980, ClayLoam3, 3, 53, 9.05, 101, 268, 0, 
1981, ClayLoam3, 3, 53, 9.07, 101, 268, 0, 
1982, ClayLoam3, 3, 82.07, 7.66, 113, 261, 0, 
1983, ClayLoam3, 3, 79.28, 8.06, 122, 277, 0, 
1984, ClayLoam3, 3, 48.03, 8.11, 112, 261, 0, 
1985, ClayLoam3, 3, 63.56, 8.15, 101, 282, 0, 
1986, ClayLoam3, 3, 60.31, 8.61, 103, 263, 0, 
1987, ClayLoam3, 3, 59.72, 7.91, 104, 291, 0, 
1988, ClayLoam3, 3, 49.98, 8.49, 110, 291, 0, 
1989, ClayLoam3, 3, 32.34, 9.1, 91, 272, 0, 
1990, ClayLoam3, 3, 60.21, 8.22, 98, 268, 0, 
1991, ClayLoam3, 3, 60.32, 8.16, 120, 281, 0, 
1992, ClayLoam3, 3, 84.98, 8.14, 97, 282, 0, 
1993, ClayLoam3, 3, 86.4, 8.4, 105, 275, 0, 
1994, ClayLoam3, 3, 48.78, 8.73, 106, 264, 0, 
1995, ClayLoam3, 3, 63.87, 9.01, 117, 267, 0, 
1996, ClayLoam3, 3, 33.53, 9.46, 107, 268, 0, 
1997, ClayLoam3, 3, 58.05, 8.59, 110, 265, 0, 
1998, ClayLoam3, 3, 68.45, 7.91, 123, 266, 0, 
1999, ClayLoam3, 3, 44.6, 8.89, 118, 270, 0, 
2000, ClayLoam3, 3, 45.26, 9.42, 100, 274, 0, 
2001, ClayLoam3, 3, 44.5, 9.13, 105, 283, 0, 
2002, ClayLoam3, 3, 27.95, 9.23, 99, 269, 0, 
2003, ClayLoam3, 3, 47.01, 9.66, 112, 291, 0, 
2004, ClayLoam3, 3, 69.17, 8.7, 94, 274, 0, 
2005, ClayLoam3, 3, 67.71, 9.14, 108, 279, 0, 
2006, ClayLoam3, 3, 38.82, 9.12, 106, 275, 0, 
2007, ClayLoam3, 3, 44.47, 9.42, 104, 272, 0, 
2008, ClayLoam3, 3, 68.7, 8.87, 113, 271, 0, 
2009, ClayLoam3, 3, 33.46, 9.04, 109, 264, 0, 
2010, ClayLoam3, 3, 67.31, 9.52, 114, 261, 0, 
2011, ClayLoam3, 3, 67.35, 9.66, 97, 261, 0, 
2012, ClayLoam3, 3, 67.71, 9.05, 114, 270, 0, 
2013, ClayLoam3, 3, 83.64, 9.19, 110, 264, 0, 
2014, ClayLoam3, 3, 101.48, 8.92, 111, 260, 0, 
2015, ClayLoam3, 3, 47.03, 9.6, 100, 260, 0, 
2016, ClayLoam3, 3, 86.36, 9.59, 112, 270, 0, 
2017, ClayLoam3, 3, 59.03, 9.6, 100, 260, 0, 
2018, ClayLoam3, 3, 73.68, 9.38, 106, 262, 0, 
2019, ClayLoam3, 3, 65.37, 9.7, 111, 286, 0, 
2020, ClayLoam3, 3, 58.63, 9.36, 113, 267, 0, 
2021, ClayLoam3, 3, 81.62, 9.24, 104, 268, 0, 
2022, ClayLoam3, 3, 82.8, 9.82, 114, 272, 0, 
2023, ClayLoam3, 3, 109.26, 9.03, 115, 260, 0, 
2024, ClayLoam3, 3, 46.27, 9.85, 99, 271, 0, 
2025, ClayLoam3, 3, 86.75, 9.48, 119, 273, 0, 
2026, ClayLoam3, 3, 113.96, 10.44, 99, 291, 0, 
2027, ClayLoam3, 3, 56.07, 9.07, 135, 255, 0, 
2028, ClayLoam3, 3, 34.72, 10.5, 115, 286, 0, 
2029, ClayLoam3, 3, 64.6, 10.28, 115, 267, 0, 
2030, ClayLoam3, 3, 57.83, 9.9, 123, 283, 0, 
2031, ClayLoam3, 3, 107.63, 8.71, 113, 260, 0, 
2032, ClayLoam3, 3, 121.14, 9.57, 110, 291, 0, 
2033, ClayLoam3, 3, 82.73, 10.84, 112, 269, 0, 
2034, ClayLoam3, 3, 46.65, 9.52, 102, 269, 0, 
2035, ClayLoam3, 3, 57.37, 9.58, 122, 261, 0, 
2036, ClayLoam3, 3, 87.1, 9.72, 105, 260, 0, 
2037, ClayLoam3, 3, 45.38, 11.88, 79, 263, 0, 
2038, ClayLoam3, 3, 64.83, 11.22, 113, 268, 0, 
2039, ClayLoam3, 3, 76.7, 10.96, 91, 273, 0, 
2040, ClayLoam3, 3, 42.59, 10.63, 94, 291, 0, 
2041, ClayLoam3, 3, 55.97, 10.67, 113, 291, 0, 
2042, ClayLoam3, 3, 59.39, 10.17, 106, 286, 0, 
2043, ClayLoam3, 3, 88.61, 11.04, 86, 266, 0, 
2044, ClayLoam3, 3, 59.36, 11.49, 110, 274, 0, 
2045, ClayLoam3, 3, 33.4, 10.78, 105, 290, 0, 
2046, ClayLoam3, 3, 34.47, 11.76, 107, 266, 0, 
2047, ClayLoam3, 3, 52.71, 10.84, 103, 273, 0, 
2048, ClayLoam3, 3, 75.82, 10.67, 118, 267, 0, 
2049, ClayLoam3, 3, 102.08, 11.5, 74, 284, 0, 
2050, ClayLoam3, 3, 79.23, 11.28, 95, 292, 0, 
2051, ClayLoam3, 3, 67.06, 11.7, 94, 271, 0, 
2052, ClayLoam3, 3, 89.91, 11.95, 81, 267, 0, 
2053, ClayLoam3, 3, 115.7, 11.37, 77, 291, 0, 
2054, ClayLoam3, 3, 67.74, 12.04, 110, 274, 0, 
2055, ClayLoam3, 3, 72.62, 10.7, 92, 281, 0, 
2056, ClayLoam3, 3, 75.82, 11.12, 101, 291, 0, 
2057, ClayLoam3, 3, 48.21, 11.55, 80, 291, 0, 
2058, ClayLoam3, 3, 48.01, 12.8, 87, 272, 0, 
2059, ClayLoam3, 3, 50.05, 12.5, 112, 279, 0, 
2060, ClayLoam3, 3, 46.77, 12.18, 106, 278, 0, 
2061, ClayLoam3, 3, 39.74, 12.11, 111, 291, 0, 
2062, ClayLoam3, 3, 52.12, 11.99, 114, 291, 0, 
2063, ClayLoam3, 3, 30.5, 13.39, 81, 287, 0, 
2064, ClayLoam3, 3, 36.89, 13.1, 90, 273, 0, 
2065, ClayLoam3, 3, 38.32, 12.52, 116, 285, 0, 
2066, ClayLoam3, 3, 42.58, 13.04, 110, 287, 0, 
2067, ClayLoam3, 3, 40.66, 13.53, 64, 292, 0, 
2068, ClayLoam3, 3, 70.49, 12.41, 89, 291, 0, 
2069, ClayLoam3, 3, 66.58, 12.66, 94, 294, 0, 
2070, ClayLoam3, 3, 47.99, 12.33, 88, 268, 0, 
2071, ClayLoam3, 3, 38.53, 13.72, 76, 290, 0, 
2072, ClayLoam3, 3, 47.68, 13.56, 110, 297, 0, 
2073, ClayLoam3, 3, 82.14, 12.6, 80, 274, 0, 
2074, ClayLoam3, 3, 51.29, 13.35, 93, 291, 0, 
2075, ClayLoam3, 3, 38.89, 14.12, 97, 291, 0, 
2076, ClayLoam3, 3, 28.13, 13.99, 70, 271, 0, 
2077, ClayLoam3, 3, 32.98, 13.91, 111, 282, 0, 
2078, ClayLoam3, 3, 36.57, 14.26, 93, 292, 0, 
2079, ClayLoam3, 3, 40.51, 14.18, 98, 281, 0, 
1980, ClayLoam2, 4, 45.43, 8.46, 116, 261, 0, 
1981, ClayLoam2, 4, 45.43, 8.49, 116, 261, 0, 
1982, ClayLoam2, 4, 63.32, 7.11, 125, 260, 0, 
1983, ClayLoam2, 4, 63.36, 7.59, 134, 269, 0, 
1984, ClayLoam2, 4, 39.94, 7.56, 121, 260, 0, 
1985, ClayLoam2, 4, 50.57, 7.59, 116, 258, 0, 
1986, ClayLoam2, 4, 49.08, 8.07, 120, 258, 0, 
1987, ClayLoam2, 4, 52.26, 7.34, 118, 283, 0, 
1988, ClayLoam2, 4, 39.83, 7.91, 127, 253, 0, 
1989, ClayLoam2, 4, 25.99, 8.44, 108, 262, 0, 
1990, ClayLoam2, 4, 51.36, 7.66, 115, 260, 0, 
1991, ClayLoam2, 4, 48.98, 7.57, 135, 269, 0, 
1992, ClayLoam2, 4, 71.71, 7.6, 109, 271, 0, 
1993, ClayLoam2, 4, 69.2, 7.84, 118, 258, 0, 
1994, ClayLoam2, 4, 40.56, 8.17, 120, 260, 0, 
1995, ClayLoam2, 4, 49.74, 8.42, 128, 260, 0, 
1996, ClayLoam2, 4, 27.56, 8.9, 118, 260, 0, 
1997, ClayLoam2, 4, 46.83, 8.02, 118, 260, 0, 
1998, ClayLoam2, 4, 55.93, 7.38, 133, 260, 0, 
1999, ClayLoam2, 4, 36.68, 8.28, 129, 260, 0, 
2000, ClayLoam2, 4, 35.63, 8.86, 112, 269, 0, 
2001, ClayLoam2, 4, 35.04, 8.58, 114, 272, 0, 
2002, ClayLoam2, 4, 22.14, 8.66, 115, 263, 0, 
