"","plot","meanSWA","SWAyrs8","SWAmaxyrs3","meanTEMP","TEMPyrs7","biomass"
"1","8 1 19 87825",19.013332320906,-0.822348569447648,0.700020541871798,6.65655385534418,1.09040595008337,7251
"2","8 1 35 82070",19.6031316249615,-0.706261827065706,0.388429703871797,13.9000987960665,0.776123682172068,8719
"3","8 1 35 83929",18.9787378907137,-0.713602770880343,1.02816518734188,11.7595912599945,0.933342687778167,11735
"4","8 1 39 83097",17.6293928182521,-0.877332195564634,0.259116037858977,14.139125539932,0.633243891711608,13525
"5","8 1 41 82912",20.6199861848333,-1.47709082252083,0.838742894055557,9.7106860582667,1.53713780246037,5220
"6","8 1 41 88662",18.3178134286752,-1.47110967617522,2.80312496965812,13.4288392610973,1.26147691913819,10209
"7","8 1 41 89061",21.6280626021795,-1.52427187509615,0.67543162337607,10.4018713813069,1.50263450707,5399
"8","8 1 41 90443",17.6374511593675,-1.31385559703419,0.4740490228547,14.9967374322213,0.473097437210329,5768
"9","8 1 41 90512",19.0738685830342,-0.92099277636752,0.74025688363248,13.4615648837423,0.648995792140958,6128
"10","8 1 47 80806",18.465073894453,-0.730740452369659,0.344038132769231,11.7831977759397,0.619515997741798,13777
"11","8 1 69 83881",18.7756078149573,-0.987275284165598,0.574755531153848,12.9768978035107,0.470586835506184,199
"12","8 1 69 84706",18.1810555653205,-0.871063985278845,0.950092385790597,13.9080679625035,0.57097069597069,4616
"13","8 1 69 87123",18.0321231250556,-0.415058080118055,1.05750857661111,10.8244347945961,0.499803556658392,5563
"14","8 1 93 84769",19.5017286836325,-1.03867368342415,0.272176367478632,10.7075280305119,0.635265108248982,1804
"15","8 1 93 85612",14.8845623330769,-0.729917449451923,0.545134804145299,10.312037037037,0.66562553336745,801
"16","8 1 93 87556",18.8535851052564,-0.679327791089744,-0.188406461367524,12.267476564654,0.637931781480155,7006
"17","8 1 93 90220",19.2598876443162,-0.875795842232908,-0.158329972649575,11.2643725300983,0.788686865702985,6416
"18","8 2 15 81394",17.0682135100769,-1.21040295780609,-0.0263811317435909,10.0457598106792,0.92297418829677,5329
"19","8 2 15 82978",15.8080505038761,-0.463082791376069,1.1595994142906,8.94329795055602,1.07448878779524,1666
"20","8 2 27 80801",17.1893615166154,-0.85509120807372,0.30167234171795,15.288141025641,0.541768088542289,12513
